Word,Simplified grammatical category,Concretenes,Subjective Frequency,Imagery,AoA,Log frequency,Frequency
assimétrico,a,3.77,3.03,3.57,7.62,6.53,685.00
assinado,a,4.55,4.41,4.20,6.59,10.71,45011.00
assinalado,a,4.13,3.76,3.92,5.89,8.26,3873.00
assintomático,a,3.97,3.00,3.67,6.81,4.91,135.00
assistemático,a,4.12,2.84,4.17,7.77,3.09,22.00
assoberbado,a,4.11,2.88,4.23,8.20,4.30,74.00
associativo,a,3.97,3.02,3.87,7.61,7.47,1760.00
assombrado,a,3.54,3.71,4.25,6.38,7.11,1226.00
assombroso,a,3.22,3.47,3.63,6.87,6.32,557.00
assumido,a,3.25,4.02,3.17,7.86,9.51,13538.00
assustadiço,a,4.11,2.93,4.24,7.32,3.37,29.00
assustado,a,3.65,4.89,4.49,3.84,8.64,5642.00
astrológico,a,4.59,2.88,4.39,7.25,4.90,134.00
astronômico,a,4.91,3.53,4.72,7.64,7.28,1456.00
astucioso,a,3.13,2.88,3.33,8.30,4.80,121.00
astuto,a,3.25,3.38,3.55,6.23,7.17,1301.00
atabalhoado,a,3.82,2.60,3.67,7.55,5.14,170.00
atacado,a,4.23,4.33,4.41,5.10,9.44,12625.00
atado,a,5.44,3.60,5.20,5.67,6.65,776.00
atapetado,a,4.52,2.69,4.09,7.27,3.87,48.00
atarantado,a,3.80,2.94,3.88,7.49,4.71,111.00
atarefado,a,3.86,3.93,4.30,6.45,5.62,277.00
atarracado,a,4.23,2.59,3.96,7.05,5.11,166.00
atávico,a,3.30,2.65,3.44,8.39,4.57,97.00
atemorizado,a,3.36,2.65,3.53,7.89,4.13,62.00
atencioso,a,3.14,3.95,3.65,6.68,6.92,1014.00
atentatório,a,2.74,2.54,2.99,9.43,4.70,110.00
atento,a,3.60,5.04,3.73,5.91,9.34,11429.00
aterrador,a,2.85,3.21,3.18,7.20,6.02,411.00
aterrorizado,a,3.17,3.62,3.70,7.21,6.44,625.00
aterrorizador,a,3.33,3.37,3.69,7.77,4.20,67.00
atilado,a,4.13,2.54,4.03,7.30,4.09,60.00
atípico,a,3.35,3.71,3.35,7.85,7.62,2035.00
atirado,a,5.05,3.72,5.03,4.99,8.13,3385.00
atirador,a,5.88,3.84,5.51,6.88,8.74,6272.00
ativo,a,3.81,4.54,3.67,7.21,9.84,18694.00
atlântico,a,5.04,3.61,4.72,6.16,10.39,32429.00
atlético,a,4.94,3.66,4.87,5.82,10.79,48601.00
atmosférico,a,3.31,3.17,3.52,7.47,7.25,1402.00
atoalhado,a,4.53,2.77,4.49,7.59,2.40,11.00
atolado,a,4.86,3.45,4.63,7.05,6.27,530.00
atômico,a,4.72,3.57,4.58,6.26,7.71,2237.00
atônito,a,3.90,3.17,4.18,7.56,6.02,411.00
átono,a,3.91,2.66,3.74,7.23,4.08,59.00
atordoado,a,3.91,3.73,4.28,6.98,6.73,833.00
atormentado,a,2.86,4.02,3.68,7.24,7.23,1385.00
atóxico,a,4.01,2.73,4.10,8.09,3.22,25.00
atracado,a,5.69,2.92,5.28,7.16,6.27,530.00
atraiçoado,a,3.59,2.88,4.00,6.61,4.86,129.00
atrapalhado,a,3.58,3.91,3.78,6.08,7.66,2131.00
atrasado,a,3.88,5.10,4.02,4.79,9.36,11655.00
atrativo,a,2.92,3.90,3.45,6.60,8.27,3889.00
atravancado,a,4.00,2.74,3.94,7.91,3.97,53.00
atrelado,a,3.82,3.43,3.66,7.44,6.89,981.00
atribulado,a,2.41,3.44,3.02,7.57,6.46,637.00
atributivo,a,4.36,2.11,4.12,7.70,3.58,36.00
atrofiado,a,4.66,3.28,4.47,7.05,5.16,174.00
atualizado,a,4.05,4.12,3.84,6.68,8.72,6119.00
atulhado,a,4.51,2.68,4.29,8.13,4.36,78.00
audacioso,a,2.84,3.44,3.32,7.85,6.68,795.00
auditivo,a,4.49,3.31,4.10,7.27,6.99,1085.00
augusto,a,4.73,3.50,4.48,5.89,10.83,50615.00
áureo,a,4.75,3.07,4.26,7.34,6.96,1051.00
aurífero,a,3.88,2.20,3.70,8.60,4.20,67.00
auspicioso,a,3.48,3.45,3.63,5.40,6.25,517.00
austero,a,3.07,3.51,3.55,6.12,7.13,1245.00
australiano,a,4.83,3.63,4.59,6.52,9.73,16819.00
austríaco,a,4.94,3.58,4.88,6.18,9.58,14463.00
autárquico,a,3.67,2.92,3.54,7.60,7.79,2420.00
autenticado,a,4.57,3.24,4.29,8.16,5.77,321.00
autêntico,a,3.72,4.22,4.19,6.00,8.81,6733.00
autobiográfico,a,3.64,3.48,3.84,7.09,7.35,1556.00
automático,a,4.16,4.46,3.84,5.60,9.28,10678.00
automobilístico,a,5.01,3.47,4.95,7.33,7.68,2168.00
automotivo,a,4.65,3.11,4.57,7.31,7.40,1632.00
autônomo,a,4.40,3.80,4.15,8.19,8.57,5245.00
autoritário,a,2.74,3.51,3.19,7.19,8.11,3318.00
autorizado,a,3.75,4.16,3.57,6.94,9.88,19603.00
avacalhado,a,4.40,2.91,4.45,7.67,2.64,14.00
avançado,a,4.21,4.72,4.12,6.30,10.23,27705.00
avantajado,a,3.94,3.29,4.02,7.01,5.87,354.00
avassalador,a,2.36,3.24,2.97,7.81,6.76,864.00
aveludado,a,4.95,3.19,4.65,6.45,5.80,330.00
aventuresco,a,4.23,2.76,4.28,7.37,2.77,16.00
aventuroso,a,3.32,2.74,3.59,6.64,4.96,142.00
avermelhado,a,5.48,3.52,5.18,4.92,6.82,918.00
avesso,a,3.75,4.33,4.04,6.91,7.71,2238.00
ávido,a,3.73,3.58,3.84,6.49,7.09,1203.00
avinagrado,a,4.67,2.92,4.40,7.42,3.56,35.00
avisado,a,3.47,4.05,3.67,6.67,8.56,5227.00
avoado,a,4.16,3.12,4.12,7.14,3.97,53.00
avulso,a,4.40,3.60,3.68,6.73,6.72,826.00
axiomático,a,3.19,2.76,3.22,8.09,5.30,200.00
azarento,a,3.90,2.71,3.99,7.21,3.83,46.00
azedo,a,4.39,3.84,4.32,5.76,6.95,1046.00
azeitado,a,4.49,2.75,4.36,7.35,2.94,19.00
aziago,a,3.89,2.70,3.91,5.90,4.84,127.00
azulado,a,5.23,3.44,5.25,5.07,6.44,624.00
bacana,a,3.49,4.55,4.20,5.81,8.32,4098.00
bacteriológico,a,4.78,2.70,4.26,8.33,5.35,211.00
badalado,a,3.38,3.26,3.73,7.94,6.93,1019.00
bagunçado,a,4.55,4.50,4.75,5.51,6.20,492.00
baiano,a,4.54,2.66,4.37,6.08,9.70,16399.00
baio,a,5.67,2.37,5.18,4.64,6.15,467.00
baixo,a,5.01,5.65,4.84,3.26,11.75,126379.00
balanceado,a,3.28,3.57,3.50,6.71,5.97,393.00
baldado,a,3.01,2.98,2.99,7.36,4.66,106.00
baldio,a,5.23,3.37,5.16,7.55,7.01,1113.00
baleado,a,5.94,3.98,5.38,5.05,9.09,8829.00
balístico,a,4.04,2.39,3.56,9.30,6.90,995.00
balsâmico,a,4.67,3.02,4.38,7.51,4.96,142.00
balzaquiano,a,4.43,2.76,4.40,6.72,3.22,25.00
bambo,a,5.35,2.64,4.99,5.79,5.59,269.00
bancário,a,5.00,3.95,4.46,7.74,9.72,16597.00
banhado,a,4.45,3.81,4.95,6.11,7.54,1875.00
banido,a,3.18,3.42,3.51,6.78,8.15,3475.00
banto,a,4.05,2.30,4.08,6.25,5.50,245.00
baqueado,a,3.91,2.77,4.01,8.21,3.43,31.00
barateiro,a,5.58,2.73,5.06,7.68,4.86,129.00
barato,a,4.18,5.64,4.27,4.68,9.55,14043.00
barbado,a,5.44,3.02,5.15,5.78,5.92,374.00
bárbaro,a,3.19,3.35,3.83,6.85,7.78,2388.00
barométrico,a,4.28,2.42,4.15,7.49,2.71,15.00
barrado,a,3.84,3.35,3.53,6.61,7.25,1408.00
barra-pesada,a,3.54,2.79,3.89,8.15,4.17,65.00
barrento,a,4.92,2.82,4.39,7.78,5.52,249.00
barroso,a,5.47,3.22,5.04,5.13,9.96,21068.00
barulhento,a,3.79,3.73,4.26,4.79,7.01,1105.00
basco,a,4.24,3.28,4.04,6.21,9.05,8544.00
básico,a,4.12,5.01,3.82,5.41,10.13,24963.00
basáltico,a,4.42,1.75,4.25,7.74,5.57,263.00
basto,a,5.35,2.60,4.64,6.90,8.37,4315.00
batavo,a,4.31,1.98,4.12,8.00,5.46,235.00
batido,a,4.51,4.63,4.56,4.99,9.07,8657.00
bávaro,a,5.06,2.58,4.60,7.35,7.21,1349.00
beatífico,a,3.94,2.79,4.07,7.60,3.61,37.00
bebido,a,4.12,4.78,4.57,6.01,7.42,1669.00
bélico,a,3.18,2.85,3.32,7.66,7.50,1810.00
belicoso,a,2.79,2.45,3.43,7.91,5.47,238.00
belizenho,a,4.29,2.36,4.19,7.01,4.29,73.00
belo,a,4.66,4.95,5.22,3.78,11.23,75065.00
belo-horizontino,a,4.37,2.26,4.11,8.39,3.87,48.00
bem-acabado,a,4.55,2.94,4.34,7.25,3.14,23.00
bem-apessoado,a,4.49,2.85,4.42,7.55,3.22,25.00
bem-comportado,a,3.92,2.94,4.02,7.06,4.36,78.00
bem-disposto,a,3.68,3.39,4.10,6.99,5.68,292.00
bem-dotado,a,4.26,2.75,4.40,7.78,3.97,53.00
bem-educado,a,3.72,2.99,3.87,6.43,5.02,152.00
bem-feito,a,4.28,2.99,4.42,7.07,5.07,159.00
bem-humorado,a,3.59,3.34,3.99,6.73,6.81,910.00
bem-intencionado,a,3.19,2.54,3.19,7.77,5.04,154.00
bem-nascido,a,4.41,2.65,4.24,7.52,3.18,24.00
bem-parecido,a,4.24,2.80,4.24,7.46,3.09,22.00
bem-passado,a,4.43,2.79,4.40,7.34,2.64,14.00
bem-posto,a,4.06,2.80,4.08,7.52,3.09,22.00
bem-sucedido,a,3.35,3.28,3.64,7.44,8.19,3589.00
bem-vindo,a,3.00,3.39,3.32,5.62,9.10,8915.00
bem-visto,a,3.14,2.91,3.43,8.22,4.37,79.00
bendito,a,3.49,3.28,3.63,5.66,6.65,771.00
beneditino,a,4.93,2.54,4.31,6.87,7.01,1104.00
beneficiado,a,3.19,3.88,3.09,7.61,8.82,6758.00
benéfico,a,2.64,3.99,2.98,6.70,8.05,3124.00
benemérito,a,4.44,2.48,4.05,7.80,6.88,971.00
benévolo,a,3.20,3.03,3.28,7.48,5.78,324.00
benfazejo,a,3.51,2.74,3.79,7.16,4.39,81.00
benigno,a,4.46,2.89,4.19,6.14,7.31,1501.00
benquisto,a,3.52,2.95,3.58,7.34,4.84,127.00
bento,a,5.43,3.73,5.12,4.78,10.56,38461.00
benzênico,a,4.91,2.17,4.54,6.91,4.62,101.00
benzido,a,4.35,2.89,3.98,7.91,4.71,111.00
beócio,a,4.37,1.78,4.24,7.76,3.74,42.00
bestialógico,a,4.20,2.73,4.15,7.42,2.64,14.00
bestificado,a,4.01,2.75,4.15,7.47,2.48,12.00
besuntado,a,4.68,2.94,4.54,8.23,3.50,33.00
betuminoso,a,4.65,2.28,4.21,8.29,6.33,559.00
bíblico,a,3.76,3.46,3.74,7.05,8.21,3681.00
bibliográfico,a,4.16,2.98,3.68,7.55,6.75,857.00
bicameral,a,4.49,2.07,4.06,9.42,6.21,499.00
bicentenário,a,4.04,1.97,4.10,9.24,6.83,928.00
bichado,a,4.53,2.81,4.52,7.42,3.22,25.00
bicudo,a,5.67,2.93,4.80,6.21,7.47,1749.00
bielorrusso,a,4.67,2.43,4.13,7.54,7.34,1536.00
bífido,a,4.33,2.63,4.25,7.15,2.48,12.00
bifurcado,a,4.64,2.69,4.10,7.86,4.53,93.00
bigodudo,a,4.47,2.66,4.39,6.95,4.73,113.00
bilabiado,a,4.67,2.52,4.49,7.47,2.08,8.00
biliário,a,4.39,2.67,4.43,7.65,2.08,8.00
bilioso,a,3.97,2.42,4.01,8.18,3.56,35.00
bimotor,a,5.31,2.43,4.75,7.99,6.88,975.00
binário,a,4.25,3.62,4.05,6.99,8.41,4479.00
biográfico,a,3.89,3.32,4.00,7.41,7.59,1974.00
biológico,a,3.91,4.13,3.93,6.37,8.86,7043.00
biométrico,a,4.24,2.64,3.74,8.66,6.75,858.00
biônico,a,5.16,2.56,4.64,6.86,6.11,452.00
biotecnológico,a,3.88,2.61,3.63,7.65,4.44,85.00
biótico,a,3.40,2.37,3.61,8.88,4.54,94.00
bipartidário,a,2.75,2.37,2.73,9.18,5.48,239.00
bipartido,a,5.12,3.07,4.44,5.42,5.79,327.00
birmanês,a,4.13,2.05,3.69,7.20,7.28,1447.00
birrento,a,4.14,2.63,4.14,7.18,3.81,45.00
bisonho,a,4.37,2.70,4.22,6.85,5.16,175.00
bitolado,a,3.93,3.32,4.15,7.28,3.47,32.00
biunívoco,a,4.13,2.79,4.07,7.79,2.56,13.00
bizantino,a,3.88,2.49,3.77,7.66,9.67,15892.00
bizarro,a,3.56,4.05,4.05,5.65,8.20,3642.00
blindado,a,5.39,3.38,5.04,5.73,7.83,2521.00
boa,a,3.20,5.56,4.03,3.62,12.68,321119.00
bobo,a,3.89,4.46,4.27,3.83,8.82,6797.00
bojudo,a,4.81,2.40,4.42,7.34,4.01,55.00
bolado,a,4.23,3.41,4.65,7.55,4.89,133.00
boleado,a,4.72,2.12,4.35,7.01,3.93,51.00
boliviano,a,4.57,3.04,4.34,7.60,8.13,3389.00
bolorento,a,4.62,3.05,4.39,6.02,4.38,80.00
bom,a,3.28,5.97,4.05,2.03,13.02,450336.00
bombardeado,a,4.31,3.28,4.47,6.31,7.07,1173.00
bombástico,a,3.32,2.83,3.62,7.77,5.73,308.00
bonacheirão,a,4.06,2.84,4.09,7.33,4.94,140.00
bonançoso,a,3.28,2.39,3.43,7.28,4.48,88.00
bondoso,a,3.23,3.59,3.65,6.87,6.97,1060.00
bonitinho,a,3.91,4.42,4.28,5.13,7.67,2140.00
bonito,a,3.95,5.66,4.76,2.23,10.49,35993.00
boquiaberto,a,4.24,3.29,4.66,7.07,5.61,274.00
boquirroto,a,4.31,2.68,4.26,7.56,2.48,12.00
bórico,a,5.28,2.69,4.48,7.28,5.41,223.00
borrachudo,a,4.65,2.94,4.55,6.65,3.91,50.00
borralheiro,a,4.55,2.81,4.50,7.42,2.08,8.00
bósnio,a,4.41,2.59,4.18,6.82,8.19,3608.00
botânico,a,6.11,3.72,5.41,5.76,10.55,38308.00
botocudo,a,4.56,2.21,4.31,6.86,4.38,80.00
bovídeo,a,4.74,2.51,4.33,6.13,4.16,64.00
bovino,a,5.05,3.43,4.44,6.55,9.47,12966.00
brabo,a,4.65,3.60,4.63,5.72,5.79,326.00
brando,a,4.58,3.72,4.70,5.22,8.21,3667.00
brasileiro,a,4.59,4.60,4.61,4.92,12.80,361254.00
brasílico,a,4.47,2.13,3.98,8.72,3.89,49.00
bravio,a,4.05,2.58,4.23,6.90,5.51,248.00
breado,a,4.69,2.54,4.54,7.31,2.48,12.00
brioso,a,4.09,2.47,3.73,7.32,5.87,353.00
bronzeado,a,4.93,3.84,4.86,4.72,6.96,1055.00
brônzeo,a,4.46,2.63,4.39,7.32,2.64,14.00
brotado,a,4.35,3.06,4.24,7.26,4.01,55.00
brumoso,a,4.27,2.69,4.34,6.31,3.76,43.00
brunido,a,4.27,2.36,4.07,7.30,3.58,36.00
brusco,a,3.32,3.63,3.60,6.93,6.77,872.00
bruto,a,5.16,4.22,4.73,5.80,10.22,27358.00
bucólico,a,3.34,2.98,3.69,7.55,5.91,370.00
bulboso,a,4.93,2.29,4.37,6.91,3.99,54.00
búlgaro,a,4.20,3.17,4.03,7.42,8.97,7889.00
bundo,a,4.39,2.64,4.36,7.57,3.30,27.00
burlesco,a,3.40,2.88,3.82,8.28,6.78,884.00
burocratizado,a,3.19,2.91,3.42,8.02,4.45,86.00
burundinês,a,4.78,2.45,4.44,8.03,3.43,31.00
butanês,a,4.71,2.45,4.34,7.40,4.52,92.00
butírico,a,4.09,2.61,3.78,7.95,4.17,65.00
cabalístico,a,3.77,2.70,3.54,8.40,4.56,96.00
cabano,a,4.20,2.17,4.09,8.03,3.85,47.00
cabeludo,a,5.53,3.54,5.01,6.12,7.27,1440.00
cabisbaixo,a,4.45,3.18,4.29,6.75,6.30,543.00
cabo-verdiano,a,5.37,2.95,5.05,7.92,7.77,2363.00
cabreiro,a,4.20,3.06,4.22,6.95,4.74,114.00
cabuloso,a,4.05,2.79,4.08,7.75,3.00,20.00
cacheado,a,4.99,3.39,4.80,5.35,5.24,188.00
cacofônico,a,4.36,2.77,4.31,7.74,2.77,16.00
cadastrado,a,4.79,3.51,4.47,8.29,6.82,917.00
cadavérico,a,4.16,2.92,3.99,7.88,5.46,236.00
caduco,a,3.75,2.98,3.98,6.10,6.07,433.00
cafuzo,a,4.55,2.39,4.32,7.74,3.43,31.00
caído,a,4.66,4.63,4.96,4.40,9.34,11363.00
calamitoso,a,3.37,3.11,3.58,9.22,5.16,175.00
calçado,a,5.77,4.24,5.21,5.12,8.82,6752.00
calcário,a,5.53,2.50,4.61,6.01,7.97,2891.00
caldeu,a,4.13,1.86,3.95,7.69,5.32,204.00
calejado,a,4.07,3.02,4.14,7.60,5.00,148.00
cálido,a,3.65,3.04,3.96,7.31,5.11,165.00
calmante,a,4.54,3.97,4.71,6.43,6.50,662.00
calmo,a,3.09,5.34,3.89,4.46,9.05,8486.00
calorento,a,4.39,2.96,4.34,7.59,3.04,21.00
calórico,a,2.79,3.22,2.89,7.25,6.13,458.00
calorífero,a,4.44,2.77,4.32,7.45,2.40,11.00
calorífico,a,2.95,2.57,2.93,7.83,5.99,401.00
caloroso,a,3.19,4.11,3.82,6.42,6.82,918.00
calunioso,a,3.52,2.47,3.49,8.98,4.20,67.00
camaleônico,a,4.39,2.84,4.46,7.02,2.71,15.00
camaronês,a,5.01,2.38,4.50,7.58,7.30,1474.00
cambado,a,4.78,2.61,4.61,7.14,3.14,23.00
cambojano,a,3.78,2.78,3.93,7.29,6.55,697.00
cambriano,a,4.45,2.42,3.79,6.52,6.18,485.00
camoniano,a,3.74,2.43,3.78,7.97,4.17,65.00
campesino,a,3.83,2.59,3.84,8.10,4.43,84.00
campineiro,a,4.34,2.01,4.03,8.44,6.55,702.00
canhestro,a,3.65,2.56,3.69,7.78,4.13,62.00
canhoto,a,5.15,3.59,4.66,6.75,7.72,2259.00
canônico,a,3.92,2.93,3.72,7.84,7.59,1969.00
canonizar,a,4.14,2.53,4.22,7.62,4.32,75.00
canoro,a,4.90,2.11,4.73,6.86,4.36,78.00
cansado,a,3.03,5.37,4.02,3.87,9.53,13784.00
cansativo,a,2.84,4.45,3.27,5.62,7.33,1518.00
cantador,a,4.90,2.70,4.70,7.25,5.94,381.00
caótico,a,3.15,4.03,3.84,7.63,7.63,2058.00
capado,a,4.34,2.67,4.17,7.25,4.19,66.00
capcioso,a,4.03,2.98,3.98,7.23,3.76,43.00
capitoso,a,4.22,2.42,4.21,7.94,4.03,56.00
capitular,a,4.16,2.66,3.64,6.90,6.70,813.00
caprichoso,a,3.71,3.15,4.09,6.73,6.72,827.00
caprino,a,4.25,1.72,3.52,7.58,7.48,1776.00
caramelizado,a,4.74,2.73,4.25,7.41,4.25,70.00
carbônico,a,4.55,2.84,4.09,8.23,7.11,1221.00
carbonífero,a,4.28,2.66,3.64,7.31,6.51,670.00
carbonizado,a,6.10,3.55,5.69,6.16,6.60,733.00
carcerário,a,4.46,2.93,4.19,9.23,6.47,645.00
carcomido,a,4.15,2.44,4.07,7.77,4.42,83.00
cardíaco,a,4.70,3.83,4.42,5.97,9.03,8356.00
cardinalício,a,5.86,2.20,5.20,6.67,6.98,1078.00
cardiológico,a,4.56,2.48,4.43,8.24,4.61,100.00
careiro,a,4.01,2.35,3.89,6.20,5.35,211.00
carenado,a,4.66,2.66,4.50,7.40,2.56,13.00
cargueiro,a,5.62,2.71,5.12,6.77,7.49,1797.00
cariado,a,4.68,3.08,4.43,6.92,3.56,35.00
caribenho,a,4.05,2.62,4.09,6.90,6.37,584.00
caricato,a,3.49,3.65,3.65,7.48,6.62,753.00
caricaturesco,a,4.04,2.74,4.00,7.61,3.00,20.00
caridoso,a,2.88,3.19,3.31,7.18,5.55,256.00
carinhoso,a,3.50,3.85,4.19,6.23,7.55,1896.00
carismático,a,2.83,3.70,3.30,7.78,7.77,2376.00
caritativo,a,2.75,2.57,3.32,8.52,5.09,163.00
carnavalesco,a,4.87,3.14,4.89,6.13,8.36,4252.00
carniceiro,a,4.91,2.88,4.66,6.15,5.98,397.00
carnoso,a,4.81,2.26,4.00,8.81,5.34,208.00
carnudo,a,5.00,2.71,4.54,6.47,5.02,152.00
caro,a,3.88,5.73,4.07,3.60,10.33,30616.00
carolíngio,a,3.75,2.38,3.76,8.59,6.38,589.00
carrancudo,a,3.95,3.27,4.02,6.50,5.75,314.00
carregado,a,4.65,4.64,4.56,4.93,9.21,9989.00
cartaginês,a,3.87,1.70,3.76,8.02,6.74,846.00
cartesiano,a,3.12,3.07,3.69,7.77,6.37,584.00
cartilaginoso,a,4.75,2.72,4.26,7.64,4.63,103.00
cartonado,a,5.02,2.70,4.50,7.49,3.64,38.00
cartuxo,a,4.24,2.13,4.08,8.00,4.64,104.00
carvoeiro,a,5.40,2.52,4.75,7.38,7.04,1146.00
casado,a,4.99,4.48,4.93,4.28,10.37,31793.00
caseiro,a,5.64,4.41,5.19,5.92,8.24,3777.00
castelhano,a,4.42,2.97,4.07,6.72,8.56,5206.00
castiço,a,4.10,2.56,4.11,7.10,5.14,171.00
castigado,a,3.52,3.76,3.76,6.01,7.90,2686.00
casto,a,3.12,2.95,3.68,6.62,6.51,671.00
catabólico,a,4.28,2.85,4.23,7.26,2.71,15.00
catalão,a,4.07,2.93,3.65,6.62,9.24,10299.00
catarrento,a,4.50,2.87,4.46,7.40,2.48,12.00
catártico,a,3.30,3.08,3.50,7.73,4.98,145.00
catastrófico,a,2.94,3.62,3.48,7.72,7.30,1487.00
catatônico,a,4.26,3.00,4.40,8.03,5.04,155.00
catedrático,a,5.09,3.26,4.44,7.22,8.24,3803.00
categórico,a,3.33,3.60,3.09,7.73,6.64,764.00
categorizado,a,4.21,2.82,4.00,7.76,5.76,318.00
catinguento,a,4.27,2.37,4.21,7.88,2.08,8.00
cativo,a,4.37,3.62,4.17,6.10,7.67,2142.00
caudaloso,a,4.06,3.07,4.31,7.26,5.67,291.00
causativo,a,3.32,2.44,3.31,7.65,3.76,43.00
cáustico,a,3.29,3.43,3.54,6.49,5.98,397.00
cauteloso,a,2.75,4.06,2.85,6.63,8.06,3172.00
cauto,a,3.74,2.32,3.63,8.49,3.99,54.00
cavado,a,4.40,3.36,4.68,6.90,7.17,1301.00
cavalheiresco,a,2.83,2.95,3.31,7.22,5.25,191.00
cavernoso,a,4.49,2.57,4.41,8.29,5.31,203.00
caviloso,a,4.18,2.74,4.21,7.96,2.48,12.00
cavo,a,4.62,3.11,4.33,7.13,5.44,231.00
cediço,a,4.39,2.73,4.32,7.26,2.77,16.00
cefálico,a,4.20,3.15,3.83,4.64,6.07,431.00
cego,a,4.53,4.50,4.72,4.73,9.18,9720.00
ceifeiro,a,4.11,2.43,4.14,7.64,4.52,92.00
celebrado,a,3.69,3.99,3.89,6.83,9.60,14761.00
celso,a,4.76,3.20,4.35,6.45,9.66,15641.00
cenográfico,a,3.73,2.93,3.79,8.13,5.89,363.00
censitário,a,3.95,2.39,3.22,7.94,5.93,377.00
centralizado,a,3.75,3.75,3.71,6.98,8.34,4180.00
centrífugo,a,4.47,2.35,3.91,8.25,4.92,137.00
centrípeto,a,3.85,2.45,3.88,8.17,3.99,54.00
centro-africano,a,3.89,2.25,3.91,8.39,4.36,78.00
centro-americano,a,3.79,2.69,3.66,7.13,6.27,531.00
cercado,a,3.97,4.23,4.45,4.68,9.04,8446.00
cerimonioso,a,3.04,2.82,3.14,7.57,5.16,175.00
ceroso,a,4.25,2.73,4.08,7.16,3.99,54.00
cerrado,a,4.80,2.90,4.52,6.77,8.68,5879.00
certeiro,a,4.28,3.50,4.22,7.38,7.46,1741.00
certo,a,3.02,5.73,3.61,3.28,12.73,336167.00
cerúleo,a,4.92,2.86,4.71,6.84,4.01,55.00
cervejeiro,a,4.69,2.04,4.36,7.66,5.85,348.00
cervídeo,a,4.56,2.65,4.25,7.84,4.83,125.00
cetáceo,a,5.11,2.25,4.45,7.64,5.51,247.00
cevado,a,4.28,2.38,4.25,7.32,3.89,49.00
chagado,a,4.12,2.98,4.20,6.66,3.76,43.00
chamado,a,4.09,4.73,4.24,4.33,12.11,182322.00
chamativo,a,3.04,3.48,3.35,6.77,6.12,456.00
chamuscado,a,4.57,3.07,4.45,6.32,4.84,127.00
chapado,a,4.48,4.02,4.87,4.99,7.06,1161.00
charmoso,a,3.38,4.08,3.98,6.40,7.51,1829.00
chato,a,3.66,5.07,4.03,3.84,9.00,8131.00
checo,a,5.19,3.38,4.46,6.87,8.43,4593.00
chegado,a,3.39,4.60,3.57,5.59,10.21,27092.00
cheio,a,4.19,5.66,4.79,3.19,10.46,34841.00
cheiroso,a,4.56,3.71,4.85,4.98,6.08,438.00
chicoteado,a,4.26,3.38,4.44,7.23,5.18,177.00
chifrudo,a,4.54,2.71,4.46,6.18,4.84,126.00
chileno,a,4.57,3.40,4.36,8.17,9.10,8963.00
chinês,a,4.32,3.84,4.14,5.19,10.47,35349.00
chistoso,a,4.23,2.68,4.06,7.57,2.64,14.00
chocho,a,4.08,2.66,4.09,6.52,4.36,78.00
chorado,a,3.70,3.30,4.29,5.80,6.38,587.00
chorona,a,4.58,2.76,4.80,6.89,5.39,219.00
choroso,a,3.62,2.92,3.77,7.91,4.95,141.00
chulo,a,3.99,3.18,4.26,7.28,5.45,232.00
chumbado,a,4.26,3.42,4.08,5.95,6.95,1044.00
chuvoso,a,4.06,4.21,4.18,5.51,8.10,3307.00
cianótico,a,4.40,2.74,4.40,7.86,2.56,13.00
ciático,a,5.06,2.81,4.78,8.32,5.17,176.00
cibernético,a,4.00,2.83,4.39,7.19,6.36,576.00
cíclico,a,2.84,3.31,2.92,8.37,7.01,1111.00
ciclópico,a,3.89,2.53,3.95,8.47,4.34,77.00
científico,a,3.62,4.53,3.69,6.92,10.32,30232.00
cifrado,a,4.72,3.16,4.28,7.74,6.09,441.00
cilíndrico,a,5.24,3.09,4.51,6.56,6.98,1075.00
cimeiro,a,4.59,3.13,4.26,7.87,6.24,515.00
cimentado,a,3.85,3.24,3.82,6.42,5.33,207.00
cinemático,a,3.05,2.68,3.35,7.65,5.27,195.00
cinematográfico,a,3.62,3.51,3.80,7.74,8.57,5264.00
cinerário,a,4.27,2.67,4.26,8.14,2.56,13.00
cinéreo,a,4.53,2.53,4.37,7.43,2.20,9.00
cinético,a,3.00,2.46,2.95,8.88,5.11,166.00
cingalês,a,4.49,2.15,4.06,7.61,5.53,252.00
cingapuriano,a,4.50,2.88,4.37,7.31,2.83,17.00
cintada,a,4.33,2.63,4.08,7.88,3.81,45.00
cinzento,a,5.54,4.06,5.26,3.34,8.15,3469.00
cioso,a,2.91,3.20,3.25,6.83,5.71,303.00
circulatório,a,4.19,2.82,3.74,7.34,6.76,866.00
circunflexo,a,4.70,3.06,4.28,6.60,5.53,253.00
circunscrito,a,3.75,3.30,3.78,7.64,6.68,795.00
circunspecto,a,3.24,3.27,3.23,6.60,5.45,233.00
circunvizinho,a,4.21,2.42,4.06,7.92,3.56,35.00
cirúrgico,a,4.50,3.69,4.22,7.09,8.10,3284.00
cisalpino,a,4.60,2.53,4.41,8.37,3.22,25.00
cismado,a,3.90,3.20,4.14,6.78,3.83,46.00
cisplatino,a,4.26,2.62,4.26,7.83,2.20,9.00
cístico,a,4.89,2.48,4.40,7.27,4.13,62.00
citológico,a,4.32,2.60,4.05,7.15,3.74,42.00
cítrico,a,4.91,3.01,4.47,8.09,6.69,803.00
